key,0,1,2,3,4,5,6,7
40,37,"ui/icon/063000/063840.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","クラーケンが用いる青魔法。
青魔法「水鉄砲」を発展させたもので、魔力で束ねた水分に不純物を取り込むことで、魔法のスミを創り出して放射。敵の視界を奪うことができる。",4,"逆襲要害 サスタシャ浸食洞 (Hard)",,
41,24,"ui/icon/063000/063841.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・突
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★
","アプカルが得意とする青魔法。
一度、捕食して呑み込んだ魚を勢いよく射出し、敵にぶつけてひるませる。これを魔力によって再現し、幻の魚を打ち付け、衝撃を与えると同時に動揺を誘う。",1,"幻龍残骸 黙約の塔",,
42,29,"ui/icon/063000/063842.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>無
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","カラペスドラゴンが得意とする青魔法。
土属性のエーテルを操作することで、金属成分を含む魔法障壁を展開し、鎧や衣服を硬化させる。ただし、重量が増すため硬化中は移動できなくなってしまう。",4,"城塞奪回 ストーンヴィジル (Hard)",,
43,38,"ui/icon/063000/063843.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・突
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","新大陸のマムージャが受け継いできた戦闘術。
「アンゴン」と呼ばれる投げ槍に、火属性の魔力を込めて投げつける技。青魔法としては、幻の槍を創り出すところから再現する必要がある。",4,"武装聖域 ワンダラーパレス (Hard)",,
44,44,"ui/icon/063000/063844.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>風
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","ガルーダの得意技。
魔法の羽根を舞い散らせた上で、暴風を発生させて敵を斬り刻む。無数の裂傷をつけることで、痛みを持続させるという無慈悲な技である。",4,"極ガルーダ討滅戦",,
45,45,"ui/icon/063000/063845.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","イフリートの得意技。
地脈を操作して、火属性の力を高めることで地面から火柱を立ち上らせる。その様は、まるで火口から噴出するマグマのように見えるという。",4,"極イフリート討滅戦",,
46,46,"ui/icon/063000/063846.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>物理・打
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>土
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","タイタンの得意技。
強力な土属性のエーテル放射により、岩塊を幻出させ、強烈な打撃を与える。山が崩れたかのような圧倒的な光景が与える衝撃は計り知れない。",4,"極タイタン討滅戦",,
47,47,"ui/icon/063000/063847.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","ラムウの得意技。
上空から強烈な雷を落とす。その電圧は自然現象として発生し得る雷をはるかに上回るとされ、巨大な戦槌が振り下ろされたかのような軌道で敵を貫く。",4,"極ラムウ討滅戦",,
48,48,"ui/icon/063000/063848.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>氷
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","シヴァの得意技。
魔法の弓を創り出し、氷柱の矢を雨あられと放つ。その技は、氷の巫女イゼルがテイルフェザーで見た猟師たちの弓術のイメージが強く反映されているようだ。",4,"極シヴァ討滅戦",,
49,49,"ui/icon/063000/063849.tex","<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃タイプ：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>魔法
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>攻撃属性：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>水
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>ランク：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","リヴァイアサンの得意技。
大気中の水分で、魔力が込められた水の膜を創り出す。まるでヴェールのようなこの水膜は、害意を跳ね返す魔法の鏡であり、術者を守る盾である。",4,"極リヴァイアサン討滅戦",,
