key,0,1,2,3,4,5,6,7,8,9,10,11,12
163,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
164,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
165,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
166,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
167,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,500
168,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
169,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
170,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
171,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,1000
172,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
173,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
174,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
175,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,1000
176,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
177,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
178,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
179,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:虚構",False,1000
180,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
181,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
182,1,"クロのぬいぐるみ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
183,1,"マメット・ヒエン",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","MGPプラチナカード",False,2
184,1,"マメット・クロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,12
185,1,"マメット・シロ",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,6
186,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
187,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・アリゼー",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,50
188,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
189,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・サンクレッド",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,4
190,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,50
191,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"マメット・エスティニアン",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
192,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
193,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・アリゼー",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,50
194,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
195,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・サンクレッド",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,4
196,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,50
197,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"マメット・エスティニアン",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,300
198,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
199,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・アリゼー",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,300
200,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
201,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・サンクレッド",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,4
202,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,300
203,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"マメット・エスティニアン",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
204,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
205,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・アリゼー",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,300
206,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
207,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・サンクレッド",False,1,"WeeklyBingoRewardData#1","不活性クラスター",False,4
208,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#2","アラガントームストーン:創世",False,300
209,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"マメット・エスティニアン",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
210,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
211,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・アリゼー",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
212,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"マハマター",False,8,"WeeklyBingoRewardData#1","不活性クラスター",False,4
213,1,"デミマハマター",False,4,"WeeklyBingoRewardData#0",1,"ニュー・サンクレッド",False,1,"WeeklyBingoRewardData#1","不活性クリスタル",False,2
214,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
215,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
216,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
217,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
218,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
219,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
220,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
221,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
222,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
223,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
224,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
225,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
226,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
227,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
228,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
229,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
230,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
231,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
232,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
233,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
234,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
235,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
236,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
237,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
238,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
239,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
240,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
241,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
242,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
243,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
244,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
245,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
246,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
247,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
248,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
249,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
250,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
251,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
252,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
253,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
254,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
255,0,,False,0,"WeeklyBingoRewardData#0",0,,False,0,"WeeklyBingoRewardData#0","",False,0
