key,0,1,2,3,4,5,6,7,8,9
2000034,0,0,0,0,0,0,0,0,0,"0"
2000035,0,0,0,0,0,0,0,0,0,"0"
2000036,0,0,0,0,0,0,0,0,0,"0"
2000037,0,0,0,0,0,0,0,0,0,"0"
2000038,0,0,0,0,0,0,0,0,0,"0"
2000039,0,0,0,0,0,0,0,0,0,"0"
2000040,0,0,0,0,0,0,0,0,0,"0"
2000041,0,0,0,0,0,0,0,0,0,"0"
2000042,0,0,0,0,0,0,0,0,0,"0"
2000043,0,0,0,0,0,0,0,0,0,"0"
2000044,0,0,0,0,0,0,0,0,0,"0"
2000045,0,0,0,0,0,0,0,0,0,"0"
2000046,0,0,0,0,0,0,0,0,0,"0"
2000047,0,0,0,0,0,0,0,0,0,"0"
2000048,0,0,0,0,0,0,0,0,0,"0"
2000049,0,0,0,0,0,0,0,0,0,"0"
2000050,0,0,0,0,0,0,0,0,0,"0"
3000001,124,0,0,0,3,0,0,0,240,"0"
3000002,336,0,0,0,3,0,0,0,266,"0"
3000003,337,0,0,0,1,0,0,0,287,"0"
3000004,340,0,0,0,1,0,0,0,311,"0"
3000005,141,0,0,0,3,0,0,0,345,"0"
3000006,35,0,0,0,3,0,0,0,357,"0"
3000007,36,0,0,0,3,0,0,0,388,"0"
3000008,250,0,0,0,3,0,0,0,431,"0"
3000009,155,0,0,0,3,0,0,0,441,"0"
3000010,293,0,0,0,1,0,0,0,478,"0"
3000011,270,0,0,0,3,0,0,0,531,"0"
3000012,60,0,0,0,3,0,0,0,590,"0"
3000013,59,0,0,0,3,0,0,0,609,"0"
3000014,345,0,0,0,3,0,0,0,629,"0"
3000015,346,0,0,0,2,0,0,0,655,"0"
3000016,347,0,0,0,1,0,0,0,632,"0"
3000017,71,0,0,0,3,0,0,0,653,"0"
3000018,180,0,0,0,3,0,0,0,674,"0"
3000019,76,0,0,0,3,0,0,0,702,"0"
3000020,281,0,0,0,3,0,0,0,749,"0"
3000021,195,0,0,0,3,0,0,0,774,"0"
3000022,198,0,0,0,3,0,0,0,799,"0"
3000023,81,0,0,0,3,0,0,0,832,"0"
3000024,87,0,0,0,3,0,0,0,884,"0"
3000025,288,0,0,0,3,0,0,0,913,"0"
3000026,328,0,0,0,4,0,0,0,943,"0"
3000027,331,0,0,0,5,0,0,0,982,"0"
3000028,341,0,0,0,8,0,0,0,1506,"0"
3000029,348,0,0,0,3,0,0,0,1555,"0"
3000030,349,0,0,0,3,0,0,0,1619,"0"
3000031,0,0,0,0,0,0,0,0,0,"0"
3000032,0,0,0,0,0,0,0,0,0,"0"
3000033,0,0,0,0,0,0,0,0,0,"0"
3000034,0,0,0,0,0,0,0,0,0,"0"
3000035,0,0,0,0,0,0,0,0,0,"0"
3000036,0,0,0,0,0,0,0,0,0,"0"
3000037,0,0,0,0,0,0,0,0,0,"0"
3000038,0,0,0,0,0,0,0,0,0,"0"
3000039,0,0,0,0,0,0,0,0,0,"0"
3000040,0,0,0,0,0,0,0,0,0,"0"
3000041,0,0,0,0,0,0,0,0,0,"0"
3000042,0,0,0,0,0,0,0,0,0,"0"
3000043,0,0,0,0,0,0,0,0,0,"0"
3000044,0,0,0,0,0,0,0,0,0,"0"
3000045,0,0,0,0,0,0,0,0,0,"0"
3000046,0,0,0,0,0,0,0,0,0,"0"
3000047,0,0,0,0,0,0,0,0,0,"0"
3000048,0,0,0,0,0,0,0,0,0,"0"
3000049,0,0,0,0,0,0,0,0,0,"0"
3000050,0,0,0,0,0,0,0,0,0,"0"
