key,0
158,"■支援物資
支援物資は全部で4種類あり、
試合の経過時間に応じて、青燐機関車から運ばれてくる内容が変化します。
試合の前半から中盤にかけては「大容量青燐水タンク」、「ゴブ式興奮剤」、
「ゴブリタンク認証鍵」の3種類からランダムで選択され、
試合が後半になると「ゴブ式特盛セット」のみが選ばれるようになります。
いずれも、支援物資の種類に応じた効果と、
チーム全体の「テンション」を増加させる効果を持ちます。

【大容量青燐水タンク】
獲得したチームの全パーティの「青燐水」が50増加します。

【ゴブ式興奮剤】
獲得したチームの全プレイヤーの「アドレナリンゲージ」が最大になります。

【ゴブリタンク認証鍵】
獲得したチームの「コア」付近から、南北のレーンにそれぞれ1体ずつ、
通常のオートマトンよりも強力な「ゴブリタンク」が出撃します。
「ゴブリタンク」は、タワーやコア破壊の大きな手助けとなります。

【ゴブ式特盛セット】
「大容量青燐水タンク」、「ゴブ式興奮剤」、「ゴブリタンク認証鍵」の、
すべての効果が得られます。"
159,"マーシナリー"
160,"「ゴブリン・マーシナリー」は、試合開始から一定時間後、
南北にある「ノース・マーシナリーベース」、「サウス・マーシナリーベース」の、
どちらかからランダムで出現します。
いずれのチームにも属さない「中立キャラクター」として、
近くにいるプレイヤーに対して、さまざまな攻撃をしかけてきますが、
うまく「傭兵契約」することができれば、チームの戦力として力を貸してくれます。"
161,"【マーシナリーの傭兵契約】
傭兵契約の条件は、ゴブリン・マーシナリーに対して与えたダメージが、
「相手チームが与えたダメージよりも一定量を上回ること」です。
条件を達成するまえに、ゴブリン・マーシナリーのHPが「0」になった場合は、
その時点で与えたダメージが上回っているチームが傭兵契約を交わします。

【マーシナリーの出撃】
傭兵契約後は、契約に成功したチームの「コア」から出撃し、
オートマトンと同じように、相手チームのタワーやコアを目指して進軍します。
「ノース・マーシナリーベース」で契約した場合は北側のレーンに、
「サウス・マーシナリーベース」で契約した場合は南側のレーンに出撃します。
また、チームに属したゴブリン・マーシナリーには、
ステータス「契約期間」が付与されています。
このステータスのカウントが「0」になると契約切れとなり、
何処かへと去っていってしまいます。
去っていったゴブリン・マーシナリーは、
一定時間後に、ふたたび「中立キャラクター」として出現します。"
162,""
163,""
164,""
165,""
166,""
167,""
168,""
169,""
170,""
