key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1082,17192,"木工","RecipeLevelTable#38","ミスリルランス",1,5373,1,5282,1,5065,2,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1083,17194,"木工","RecipeLevelTable#39","マホガニー材",1,5391,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,False,50,50,100,50,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1084,17195,"木工","RecipeLevelTable#39","オークパッテン",1,5373,1,5328,1,5282,1,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1085,17196,"木工","RecipeLevelTable#40","オークコンポジットボウ",1,5373,3,5319,1,5436,1,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1086,17197,"木工","RecipeLevelTable#40","マホガニースピニングホイール",1,5374,2,5099,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1087,17199,"木工","RecipeLevelTable#41","コンドルマクアフティル",1,5373,1,5125,3,5360,1,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1088,17201,"木工","RecipeLevelTable#43","ガーネットグラインディングホイール",1,5065,1,5134,1,5374,1,0,0,0,0,0,0,0,0,0,0,4,5,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1089,17208,"木工","RecipeLevelTable#45","ローズフィッシングロッド",1,5376,1,5414,1,5065,1,5484,1,0,0,0,0,0,0,0,0,4,6,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1090,17203,"木工","RecipeLevelTable#44","コバルトハルバード",1,5059,1,5064,1,5373,1,5282,1,0,0,0,0,0,0,0,0,4,5,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1091,17204,"木工","RecipeLevelTable#44","ジェイドクルーク",1,5374,1,5196,1,5494,1,5505,1,0,0,0,0,0,0,0,0,4,5,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1092,17205,"木工","RecipeLevelTable#45","ローズウッド材",1,5393,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,-1,0,0,False,50,50,100,50,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1093,17206,"木工","RecipeLevelTable#45","コバルトクラッドボウ",1,1920,1,5322,1,5059,1,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1094,17209,"木工","RecipeLevelTable#45","イーグルシールド",1,5059,1,5374,1,5094,1,5282,1,0,0,0,0,0,0,0,0,4,6,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1095,17211,"木工","RecipeLevelTable#46","ユーロングボウ",1,5376,1,5405,2,5322,1,4856,1,0,0,0,0,0,0,0,0,4,6,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1096,17212,"木工","RecipeLevelTable#47","トライデント",1,5059,3,5374,1,5486,1,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1097,17217,"木工","RecipeLevelTable#48","マホガニーパッテン",1,5374,1,5329,1,5282,1,0,0,0,0,0,0,0,0,0,0,4,6,3,6,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1098,17216,"木工","RecipeLevelTable#48","ローズフィッシングロッドDX",1,2581,1,5065,1,5486,1,5066,1,0,0,0,0,0,0,0,0,4,6,3,6,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1099,17219,"木工","RecipeLevelTable#49","クラブボウ",1,1925,1,5436,1,5456,1,5462,1,0,0,0,0,0,0,0,0,4,6,3,6,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1100,17218,"木工","RecipeLevelTable#49","ハートギザルメ",1,5059,2,5376,1,5505,1,0,0,0,0,0,0,0,0,0,0,4,6,3,6,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1101,18083,"錬金","RecipeLevelTable#1","蒸留水",1,5488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1102,18084,"錬金","RecipeLevelTable#1","水銀",1,5519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1103,18085,"錬金","RecipeLevelTable#2","にかわ",1,5291,1,5432,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1104,18086,"錬金","RecipeLevelTable#3","グロースフォーミュラ・アルファ",1,4794,1,5489,1,5518,1,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1105,18087,"錬金","RecipeLevelTable#4","カッパーエンチャントインク",1,5268,2,5492,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1106,18088,"錬金","RecipeLevelTable#4","ワンド",1,5396,1,5470,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1107,18089,"錬金","RecipeLevelTable#5","グリモア",1,5475,1,5275,1,5380,1,5333,1,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1108,18090,"錬金","RecipeLevelTable#5","毒消し",3,5518,1,5560,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1109,18091,"錬金","RecipeLevelTable#6","目薬",3,5518,1,5538,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1110,18092,"錬金","RecipeLevelTable#7","ラバー",1,5509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1111,18093,"錬金","RecipeLevelTable#8","ピカトリクス",1,5475,1,5361,1,5380,1,5333,1,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1112,18094,"錬金","RecipeLevelTable#8","ワンドDX",1,1958,1,5470,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1113,18095,"錬金","RecipeLevelTable#10","フィッシュオイル",1,4930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1114,18096,"錬金","RecipeLevelTable#10","魚にかわ",1,4876,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,False,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1115,18097,"錬金","RecipeLevelTable#10","蜜蝋",1,5516,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1116,18098,"錬金","RecipeLevelTable#10","グリモアDX",1,2143,1,5275,2,5383,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1117,18100,"錬金","RecipeLevelTable#11","バッデッドワンド",1,1958,1,5470,1,5492,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1118,18101,"錬金","RecipeLevelTable#12","ポーション",3,5487,1,5534,1,4795,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1119,18102,"錬金","RecipeLevelTable#13","アッシュピカトリクス",1,5475,1,5364,1,5383,1,5334,1,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1120,18103,"錬金","RecipeLevelTable#14","クローヴオイル",3,4831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1121,18104,"錬金","RecipeLevelTable#14","アイアンエンチャントインク",1,5269,2,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,67,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1122,18105,"錬金","RecipeLevelTable#15","グロースフォーミュラ・ベータ",1,5557,1,5489,1,5518,1,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1123,18106,"錬金","RecipeLevelTable#15","エーテル",3,5487,1,5534,1,5552,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1124,18107,"錬金","RecipeLevelTable#16","ハードレザーグリモア",1,5476,1,5276,1,5385,1,5334,1,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1125,18108,"錬金","RecipeLevelTable#16","アッシュワンド",1,5402,1,5471,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1126,18109,"錬金","RecipeLevelTable#16","知力の薬",3,5518,1,5492,1,5548,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1127,18110,"錬金","RecipeLevelTable#17","眼力の薬",3,5518,1,5442,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1128,18112,"錬金","RecipeLevelTable#18","活力の薬",3,5518,1,5446,1,5539,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1129,18113,"錬金","RecipeLevelTable#19","ジェリーオイル",1,5557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1130,18114,"錬金","RecipeLevelTable#19","剛力の薬",3,5518,1,5454,1,5563,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1131,18116,"錬金","RecipeLevelTable#20","ハードレザーグリモアDX",1,2147,1,5276,2,5386,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1132,18117,"錬金","RecipeLevelTable#20","心力の薬",3,5518,1,5495,1,5557,1,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1133,18118,"錬金","RecipeLevelTable#21","バッデッドアッシュワンド",1,1961,1,5471,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1134,18120,"錬金","RecipeLevelTable#21","暗闇の毒薬",3,5489,1,5551,1,5442,1,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1135,18119,"錬金","RecipeLevelTable#21","毒薬",3,5489,1,5560,1,5556,1,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1136,18123,"錬金","RecipeLevelTable#22","ユーピカトリクス",1,5476,1,5368,1,5386,1,5334,1,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1137,18124,"錬金","RecipeLevelTable#22","やまびこ薬",3,5518,1,5539,1,4832,1,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1138,18125,"錬金","RecipeLevelTable#22","沈黙の毒薬",3,5489,1,4886,1,5551,1,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1139,18126,"錬金","RecipeLevelTable#23","シルバーエンチャントインク",1,5270,2,5496,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1140,18127,"錬金","RecipeLevelTable#24","アルドゴートグリモア",1,5477,1,5277,1,5386,1,5335,1,0,0,0,0,0,0,0,0,7,2,6,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1141,18128,"錬金","RecipeLevelTable#25","重曹",1,5491,1,5518,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1142,18129,"錬金","RecipeLevelTable#25","ハイポーション",3,5487,1,5535,1,4796,1,0,0,0,0,0,0,0,0,0,0,7,2,6,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1143,18130,"錬金","RecipeLevelTable#26","クラブオイル",1,4771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1144,18131,"錬金","RecipeLevelTable#27","アッシュワンドDX",1,1961,1,5471,1,5493,1,0,0,0,0,0,0,0,0,0,0,7,3,6,2,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1145,18132,"錬金","RecipeLevelTable#28","ガラス板",1,5523,1,5522,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1146,18133,"錬金","RecipeLevelTable#28","ユーワンド",1,5405,1,5471,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1147,18134,"錬金","RecipeLevelTable#29","リンシードオイル",1,5346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1148,18135,"錬金","RecipeLevelTable#29","アルドゴートグリモアDX",1,2156,1,5277,2,5388,1,0,0,0,0,0,0,0,0,0,0,7,3,6,2,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1149,18136,"錬金","RecipeLevelTable#30","グロースフォーミュラ・ガンマ",1,5549,1,5489,1,5518,1,0,0,0,0,0,0,0,0,0,0,7,3,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1150,18137,"錬金","RecipeLevelTable#30","鬼にかわ",1,5436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,-1,0,0,True,50,50,100,58,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1151,18138,"錬金","RecipeLevelTable#30","元気薬",3,5518,1,5444,1,4836,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1152,18140,"錬金","RecipeLevelTable#31","心力の妙薬",3,5518,1,5499,1,5559,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1153,18139,"錬金","RecipeLevelTable#31","眼力の妙薬",3,5518,1,5493,1,5541,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1154,18142,"錬金","RecipeLevelTable#32","活力の妙薬",3,5518,1,5499,1,5550,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1155,18143,"錬金","RecipeLevelTable#32","知力の妙薬",3,5518,1,4836,1,5499,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1156,18144,"錬金","RecipeLevelTable#33","ミスリルエンチャントインク",1,5271,2,5493,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,-1,0,0,True,50,50,100,50,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1157,18145,"錬金","RecipeLevelTable#33","剛力の妙薬",3,5518,1,5455,1,4796,1,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1158,18146,"錬金","RecipeLevelTable#34","ブック・オブ・シルバー",1,5477,1,5064,1,5390,1,5336,1,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1159,18147,"錬金","RecipeLevelTable#34","バッデッドユーワンド",1,1967,1,5471,2,5493,1,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1160,18156,"錬金","RecipeLevelTable#35","ハイエーテル",3,5487,1,5535,1,5543,1,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1161,18157,"錬金","RecipeLevelTable#35","猛毒薬",3,5489,1,5554,1,5497,1,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1162,18158,"錬金","RecipeLevelTable#35","麻痺の猛毒薬",3,5489,1,5554,1,5543,1,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1163,18159,"錬金","RecipeLevelTable#36","暗闇の猛毒薬",3,5489,1,5554,1,5549,1,0,0,0,0,0,0,0,0,0,0,7,4,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1164,18160,"錬金","RecipeLevelTable#36","睡眠の猛毒薬",3,5489,1,5554,1,5541,1,0,0,0,0,0,0,0,0,0,0,7,4,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1165,18161,"錬金","RecipeLevelTable#37","沈黙の猛毒薬",3,5489,1,5554,1,5562,1,0,0,0,0,0,0,0,0,0,0,7,4,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1166,18165,"錬金","RecipeLevelTable#39","アースワンド",1,5409,1,5201,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,5,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1167,18166,"錬金","RecipeLevelTable#39","アイスワンド",1,5409,1,5199,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,5,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1168,18167,"錬金","RecipeLevelTable#39","ウォーターワンド",1,5409,1,5203,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,5,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1169,18168,"錬金","RecipeLevelTable#40","ラノリン",1,5308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,-1,0,0,True,50,50,100,50,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1170,18169,"錬金","RecipeLevelTable#40","きつけ薬",3,5518,1,4843,1,5549,1,0,0,0,0,0,0,0,0,0,0,7,5,6,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1171,18170,"錬金","RecipeLevelTable#41","シャークオイル",1,4903,1,4893,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,-1,0,0,True,50,50,100,50,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1172,18174,"錬金","RecipeLevelTable#43","メガポーション",3,5487,1,5536,1,4840,1,0,0,0,0,0,0,0,0,0,0,7,5,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1173,18175,"錬金","RecipeLevelTable#44","心力の秘薬",3,5518,1,5553,1,5455,1,0,0,0,0,0,0,0,0,0,0,7,5,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1174,18177,"錬金","RecipeLevelTable#45","ウィンドワンド",1,5414,1,5200,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1175,18178,"錬金","RecipeLevelTable#45","サンダーワンド",1,5414,1,5202,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1176,18179,"錬金","RecipeLevelTable#45","ファイアワンド",1,5414,1,5198,1,5472,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1177,18180,"錬金","RecipeLevelTable#45","剛力の秘薬",3,5518,1,5486,1,4845,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1178,18181,"錬金","RecipeLevelTable#45","知力の秘薬",3,5518,1,5564,1,5447,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1179,18184,"錬金","RecipeLevelTable#46","活力の秘薬",3,5518,1,5526,1,5558,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1180,18183,"錬金","RecipeLevelTable#46","眼力の秘薬",3,5518,1,5054,1,5494,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1181,18182,"錬金","RecipeLevelTable#46","金の針",3,5066,1,5553,1,5494,1,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1182,18194,"錬金","RecipeLevelTable#50","エリクサー",3,5487,1,5536,1,4844,1,0,0,0,0,0,0,0,0,0,0,7,6,6,6,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1183,18193,"錬金","RecipeLevelTable#50","メガエーテル",3,5487,1,5536,1,4840,1,0,0,0,0,0,0,0,0,0,0,7,6,6,6,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1184,10146,"鍛冶","RecipeLevelTable#35","ヴィンテージバスタードソード",1,1606,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,-1,0,0,True,50,100,100,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1185,10157,"鍛冶","RecipeLevelTable#38","スチールレイジングハンマー",1,5058,1,5073,1,5373,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1186,10156,"鍛冶","RecipeLevelTable#38","ラップド・スチールビークハンマー",1,2349,1,5058,1,5282,1,0,0,0,0,0,0,0,0,0,0,2,4,5,4,0,True,50,150,75,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1187,10160,"鍛冶","RecipeLevelTable#38","ヴィンテージヴァイキングソード",1,1616,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-1,0,0,True,50,100,100,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1188,10181,"鍛冶","RecipeLevelTable#42","ミスリル・チョコボテイルソー",1,5065,1,5099,1,5374,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1189,10185,"鍛冶","RecipeLevelTable#42","ミスリルラウンドナイフ",1,5065,1,5374,1,5284,1,5262,1,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1190,10184,"鍛冶","RecipeLevelTable#42","ミスリルラピダリーハンマー",1,5065,1,5099,1,5374,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1191,10186,"鍛冶","RecipeLevelTable#42","ゴブリンシミター",1,1613,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,-1,0,0,True,50,100,100,100,0,0,0,0,0,"",0,False,True,True,"","",False,False,0
1192,10182,"鍛冶","RecipeLevelTable#42","コバルト・クロスペインハンマー",1,5059,1,5374,1,5282,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1193,10190,"鍛冶","RecipeLevelTable#43","コバルトドーミングハンマー",1,5059,1,5373,1,5094,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1194,10192,"鍛冶","RecipeLevelTable#43","コバルトハチェット",1,5059,1,5374,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1195,10196,"鍛冶","RecipeLevelTable#44","コバルトアウル",1,5059,1,5374,1,5486,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1196,10197,"鍛冶","RecipeLevelTable#44","コバルトクリナリーナイフ",1,5059,1,5376,1,5262,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1197,10191,"鍛冶","RecipeLevelTable#43","コバルトドラブラ",1,5059,1,5374,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
1198,10195,"鍛冶","RecipeLevelTable#44","コバルトプライヤー",1,5059,1,5094,1,5486,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
