key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2819,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#574","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2820,,"ActionTimelineMove#4",0,0,1,"ModelChara#135","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2821,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#32","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2822,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#40","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2823,,"ActionTimelineMove#4",0,2,2,"ModelChara#636","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2824,,"ActionTimelineMove#4",0,0,2,"ModelChara#652","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2825,,"ActionTimelineMove#4",0,0,2,"ModelChara#670","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2826,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#41","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852178","BNpcParts#0",True,True,True,True,False,0,0
2827,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#133","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852171","BNpcParts#0",True,True,True,True,False,0,0
2828,,"ActionTimelineMove#8",0,0,2,"ModelChara#5","BNpcCustomize#0","NpcEquip#622",3320,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2829,,"ActionTimelineMove#5",0,0,2,"ModelChara#216","BNpcCustomize#0","NpcEquip#0",3290,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2830,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2831,,"ActionTimelineMove#4",0,0,1,"ModelChara#389","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0
2832,,"ActionTimelineMove#4",0,0,1,"ModelChara#182","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852569","BNpcParts#0",True,True,True,True,False,0,0
2833,,"ActionTimelineMove#4",0,0,1,"ModelChara#678","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852618","BNpcParts#0",True,True,True,True,False,0,0
2834,,"ActionTimelineMove#4",0,0,1,"ModelChara#678","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852601","BNpcParts#0",True,True,True,True,False,0,0
2835,,"ActionTimelineMove#4",0,0,1,"ModelChara#679","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852602","BNpcParts#0",True,True,True,True,False,0,0
2836,,"ActionTimelineMove#4",0,0,1,"ModelChara#679","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852604","BNpcParts#0",True,True,True,True,False,0,0
2837,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#679","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852608","BNpcParts#0",True,True,True,True,False,0,0
2838,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#81","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852554","BNpcParts#0",True,True,True,True,False,0,0
2839,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852545","BNpcParts#0",True,True,True,True,False,0,0
2840,,"ActionTimelineMove#4",0,0,2,"ModelChara#102","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852567","BNpcParts#0",True,True,True,True,False,0,0
2841,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#178","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852599","BNpcParts#0",True,True,True,True,False,0,0
2842,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#149","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852564","BNpcParts#0",True,True,True,True,False,0,0
2843,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,"ArrayEventHandler#852589","BNpcParts#0",True,True,True,True,False,0,0
2844,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,"ArrayEventHandler#852590","BNpcParts#0",True,True,True,True,False,0,0
2845,,"ActionTimelineMove#4",0,0,2,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852596","BNpcParts#0",True,True,True,True,False,0,0
2846,,"ActionTimelineMove#8",0,0,1.8,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,"ArrayEventHandler#852549","BNpcParts#0",True,True,True,True,False,0,0
2847,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852571","BNpcParts#0",True,True,True,True,False,0,0
2848,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#168","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852576","BNpcParts#0",True,True,True,True,False,0,0
2849,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#81","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852550","BNpcParts#0",True,True,True,True,False,0,0
2850,,"ActionTimelineMove#0",0,0,1,"ModelChara#0","BNpcCustomize#424","NpcEquip#758",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2851,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2852,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#49","NpcEquip#386",0,0,False,"ArrayEventHandler#852565","BNpcParts#0",True,True,True,True,False,0,0
2853,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,"ArrayEventHandler#852560","BNpcParts#0",True,True,True,True,False,0,0
2854,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,"ArrayEventHandler#852577","BNpcParts#0",True,True,True,True,False,0,0
2855,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#313",0,0,False,"ArrayEventHandler#852578","BNpcParts#0",True,True,True,True,False,0,0
2856,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,"ArrayEventHandler#852579","BNpcParts#0",True,True,True,True,False,0,0
2857,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2858,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852543","BNpcParts#0",True,True,True,True,False,0,0
2859,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852544","BNpcParts#0",True,True,True,True,False,0,0
2860,,"ActionTimelineMove#4",0,0,2,"ModelChara#102","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2861,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,"ArrayEventHandler#852572","BNpcParts#0",True,True,True,True,False,0,0
2862,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#165","NpcEquip#507",0,0,False,"ArrayEventHandler#852573","BNpcParts#0",True,True,True,True,False,0,0
2863,,"ActionTimelineMove#4",0,0,0.9,"ModelChara#0","BNpcCustomize#322","NpcEquip#216",0,0,False,"ArrayEventHandler#852574","BNpcParts#0",True,True,True,True,False,0,0
2864,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,"ArrayEventHandler#852605","BNpcParts#0",True,True,True,True,False,0,0
2865,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#313",0,0,False,"ArrayEventHandler#852606","BNpcParts#0",True,True,True,True,False,0,0
2866,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,"ArrayEventHandler#852607","BNpcParts#0",True,True,True,True,False,0,0
2867,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852614","BNpcParts#0",True,True,True,True,False,0,0
2868,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852615","BNpcParts#0",True,True,True,True,False,0,0
2869,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852616","BNpcParts#0",True,True,True,True,False,0,0
2870,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,"ArrayEventHandler#852558","BNpcParts#0",True,True,True,True,False,0,0
2871,,"ActionTimelineMove#8",0,0,1.5,"ModelChara#5","BNpcCustomize#0","NpcEquip#314",0,0,False,"ArrayEventHandler#852557","BNpcParts#0",True,True,True,True,False,0,0
2872,,"ActionTimelineMove#4",0,0,2,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852548","BNpcParts#0",True,True,True,True,False,0,0
2873,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2874,,"ActionTimelineMove#4",0,0,0.6,"ModelChara#364","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852563","BNpcParts#0",True,True,True,True,False,0,0
2875,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#49","NpcEquip#386",0,0,False,"ArrayEventHandler#852566","BNpcParts#0",True,True,True,True,False,0,0
2876,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2877,,"ActionTimelineMove#4",0,0,0.9,"ModelChara#0","BNpcCustomize#322","NpcEquip#216",0,0,False,"ArrayEventHandler#852562","BNpcParts#0",True,True,True,True,False,0,0
2878,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#49","NpcEquip#386",0,0,False,"ArrayEventHandler#852609","BNpcParts#0",True,True,True,True,False,0,0
2879,,"ActionTimelineMove#4",0,0,0.9,"ModelChara#0","BNpcCustomize#322","NpcEquip#216",0,0,False,"ArrayEventHandler#852610","BNpcParts#0",True,True,True,True,False,0,0
2880,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,"ArrayEventHandler#852611","BNpcParts#0",True,True,True,True,False,0,0
2881,,"ActionTimelineMove#8",0,0,1.8,"ModelChara#5","BNpcCustomize#0","NpcEquip#312",0,0,False,"ArrayEventHandler#852575","BNpcParts#0",True,True,True,True,False,0,0
2882,,"ActionTimelineMove#4",0,0,4,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852570","BNpcParts#0",True,True,True,True,False,0,0
2883,,"ActionTimelineMove#4",0,0,4,"ModelChara#102","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852568","BNpcParts#0",True,True,True,True,False,0,0
2884,,"ActionTimelineMove#4",0,0,2,"ModelChara#178","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852556","BNpcParts#0",True,True,True,True,False,0,0
2885,,"ActionTimelineMove#4",0,0,2,"ModelChara#81","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852555","BNpcParts#0",True,True,True,True,False,0,0
2886,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852551","BNpcParts#0",True,True,True,True,False,0,0
2887,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852552","BNpcParts#0",True,True,True,True,False,0,0
2888,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852553","BNpcParts#0",True,True,True,True,False,0,0
2889,,"ActionTimelineMove#4",0,0,2,"ModelChara#182","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852617","BNpcParts#0",True,True,True,True,False,0,0
2890,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852580","BNpcParts#0",True,True,True,True,False,0,0
2891,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852581","BNpcParts#0",True,True,True,True,False,0,0
2892,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852582","BNpcParts#0",True,True,True,True,False,0,0
2893,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852583","BNpcParts#0",True,True,True,True,False,0,0
2894,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852584","BNpcParts#0",True,True,True,True,False,0,0
2895,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852585","BNpcParts#0",True,True,True,True,False,0,0
2896,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852586","BNpcParts#0",True,True,True,True,False,0,0
2897,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852587","BNpcParts#0",True,True,True,True,False,0,0
2898,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#49","NpcEquip#386",0,0,False,"ArrayEventHandler#852588","BNpcParts#0",True,True,True,True,False,0,0
2899,,"ActionTimelineMove#4",0,0,2,"ModelChara#101","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852593","BNpcParts#0",True,True,True,True,False,0,0
2900,,"ActionTimelineMove#4",0,0,2,"ModelChara#101","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852594","BNpcParts#0",True,True,True,True,False,0,0
2901,,"ActionTimelineMove#4",0,0,2,"ModelChara#101","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852595","BNpcParts#0",True,True,True,True,False,0,0
2902,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852592","BNpcParts#0",True,True,True,True,False,0,0
2903,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852603","BNpcParts#0",True,True,True,True,False,0,0
2904,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,"ArrayEventHandler#852542","BNpcParts#0",True,True,True,True,False,0,0
2905,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852540","BNpcParts#0",True,True,True,True,False,0,0
2906,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852541","BNpcParts#0",True,True,True,True,False,0,0
2907,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#337",0,0,False,"ArrayEventHandler#852613","BNpcParts#0",True,True,True,True,False,0,0
2908,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#341",0,0,False,"ArrayEventHandler#852620","BNpcParts#0",True,True,True,True,False,0,0
2909,,"ActionTimelineMove#4",0,0,1,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,"ArrayEventHandler#852621","BNpcParts#0",True,True,True,True,False,0,0
2910,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#323","NpcEquip#217",0,0,False,"ArrayEventHandler#852591","BNpcParts#0",True,True,True,True,False,0,0
2911,,"ActionTimelineMove#4",0,0,2,"ModelChara#82","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2912,,"ActionTimelineMove#4",0,0,3,"ModelChara#695","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2913,,"ActionTimelineMove#4",0,0,1,"ModelChara#476","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,False,False,0,0
2914,,"ActionTimelineMove#4",0,0,1,"ModelChara#476","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,False,False,0,0
2915,,"ActionTimelineMove#4",0,0,0.5,"ModelChara#321","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2916,,"ActionTimelineMove#4",0,0,1,"ModelChara#197","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2917,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#559","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2918,,"ActionTimelineMove#4",0,0,1,"ModelChara#379","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2919,,"ActionTimelineMove#4",0,0,1,"ModelChara#16","BNpcCustomize#0","NpcEquip#363",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2920,,"ActionTimelineMove#4",0,0,1,"ModelChara#16","BNpcCustomize#0","NpcEquip#365",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2921,,"ActionTimelineMove#4",0,0,1,"ModelChara#316","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0
2922,,"ActionTimelineMove#4",0,0,1,"ModelChara#508","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2923,,"ActionTimelineMove#4",0,0,2,"ModelChara#387","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2924,,"ActionTimelineMove#4",0,0,2,"ModelChara#388","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2925,,"ActionTimelineMove#4",0,0,1,"ModelChara#380","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2926,,"ActionTimelineMove#4",0,0,1,"ModelChara#697","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,False,False,0,0
2927,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,False,False,0,0
2928,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,False,False,0,0
2929,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2930,,"ActionTimelineMove#4",0,0,1,"ModelChara#681","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2931,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2932,,"ActionTimelineMove#0",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2933,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2934,,"ActionTimelineMove#4",0,3,1.5,"ModelChara#65","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2935,,"ActionTimelineMove#4",0,3,1.5,"ModelChara#67","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2936,,"ActionTimelineMove#4",0,3,1,"ModelChara#0","BNpcCustomize#438","NpcEquip#792",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2937,,"ActionTimelineMove#4",0,3,1,"ModelChara#0","BNpcCustomize#436","NpcEquip#791",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2938,,"ActionTimelineMove#4",0,2,4.5,"ModelChara#305","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2939,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#9","BNpcCustomize#0","NpcEquip#340",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2940,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#9","BNpcCustomize#0","NpcEquip#339",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2941,,"ActionTimelineMove#4",0,0,1,"ModelChara#676","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2942,,"ActionTimelineMove#4",0,2,4.5,"ModelChara#642","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2943,,"ActionTimelineMove#4",0,2,4.5,"ModelChara#305","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2944,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2945,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2946,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2947,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2948,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
2949,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#356","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852622","BNpcParts#0",True,True,True,True,False,0,0
2950,,"ActionTimelineMove#4",0,0,1,"ModelChara#757","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2951,,"ActionTimelineMove#4",0,0,1,"ModelChara#758","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2952,,"ActionTimelineMove#4",0,0,1,"ModelChara#759","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2953,,"ActionTimelineMove#4",0,0,1,"ModelChara#760","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2954,,"ActionTimelineMove#4",0,0,1,"ModelChara#761","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2955,,"ActionTimelineMove#4",0,3,1,"ModelChara#374","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2956,,"ActionTimelineMove#4",0,3,1,"ModelChara#359","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2957,,"ActionTimelineMove#4",0,3,1.2,"ModelChara#32","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2958,,"ActionTimelineMove#4",0,3,1,"ModelChara#727","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2959,,"ActionTimelineMove#4",0,3,1,"ModelChara#235","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2960,,"ActionTimelineMove#4",0,3,1,"ModelChara#741","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2961,,"ActionTimelineMove#4",0,3,1.2,"ModelChara#728","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2962,,"ActionTimelineMove#4",0,3,1,"ModelChara#740","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2963,,"ActionTimelineMove#4",0,3,1,"ModelChara#648","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2964,,"ActionTimelineMove#4",0,3,0.45,"ModelChara#722","BNpcCustomize#0","NpcEquip#816",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2965,,"ActionTimelineMove#4",0,3,1.2,"ModelChara#75","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2966,,"ActionTimelineMove#4",0,3,1.5,"ModelChara#280","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2967,,"ActionTimelineMove#4",0,3,1,"ModelChara#385","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2968,,"ActionTimelineMove#4",0,2,1.5,"ModelChara#735","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2969,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#32","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2970,,"ActionTimelineMove#4",0,2,1.5,"ModelChara#329","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
2971,,"ActionTimelineMove#4",0,2,0.5,"ModelChara#726","BNpcCustomize#0","NpcEquip#0",0,0,True,,"BNpcParts#0",True,True,True,True,False,0,0
2972,,"ActionTimelineMove#4",0,2,0.6,"ModelChara#725","BNpcCustomize#0","NpcEquip#0",0,0,True,,"BNpcParts#0",True,True,True,True,False,0,0
2973,,"ActionTimelineMove#4",0,0,1,"ModelChara#736","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,True,True,False,0,0
2974,,"ActionTimelineMove#4",0,3,2,"ModelChara#739","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
